GC/1.0 base	HIT	probeA=other probeB=invert probeC=invert probeD=branchless probeE=other probeF=other probeG=other probeH=TARGET
GC/1.1 base	HIT	probeA=other probeB=invert probeC=invert probeD=branchless probeE=other probeF=other probeG=other probeH=TARGET
GC/1.1p1 base	HIT	probeA=other probeB=invert probeC=invert probeD=branchless probeE=other probeF=other probeG=other probeH=TARGET
GC/1.2.5 base	HIT	probeA=other probeB=invert probeC=invert probeD=branchless probeE=other probeF=other probeG=other probeH=TARGET
GC/1.2.5n base	HIT	probeA=other probeB=invert probeC=invert probeD=branchless probeE=other probeF=other probeG=other probeH=TARGET
GC/1.3 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/1.3.2 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/1.3.2r base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/2.0 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/2.0p1 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/2.5 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/2.6 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/2.7 base	HIT	probeA=invert probeB=invert probeC=invert probeD=branchless probeE=TARGET probeF=invert probeG=other probeH=TARGET
GC/3.0a3 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a3.2 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a3.3 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a3.4 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a3p1 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a5 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
GC/3.0a5.2 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/0x4201_127 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.0 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.0a base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.0RC1 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.1 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.3 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.5 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.6 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
Wii/1.7 base	-	probeA=branchless probeB=branchless probeC=invert probeD=branchless probeE=branchless probeF=branchless probeG=other probeH=branchless
