pragma:opt_propagation off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=aa[0,1] c4_asc=aa[0,1,2,3] c6_asc=aa[0,1,2,3,4,5] c8_arr=aa[0,1,2,3,4,5,6,7] c8_asc=aa[0,1,2,3,4,5,6,7] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=aa[0,1,2,3,4,5,6,7] c8_revuse=aa[0,1,2,3,4,5,6,7]
pragma:opt_dead_code off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_dead_assignments off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=aa[0,1] c4_asc=aa[0,1,2,3] c6_asc=aa[0,1,2,3,4,5] c8_arr=am[7,0,1,2,3,4,5,6] c8_asc=aa[0,1,2,3,4,5,6,7] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=aa[0,1,2,3,4,5,6,7] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_lifetimes off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_common_subs off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_strength_reduction off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_strength_reduction_strict on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_loop_invariants off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_unroll_loops off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_vectorize_loops off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:opt_pointer_analysis off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:ppc_opt_bclr_bcctr off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:ppc_opt_bclr_bcctr on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:gen_fsel off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:gen_fsel always	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:gen_isel on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:defer_codegen on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:defer_codegen off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:inline_bottom_up on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:inline_bottom_up off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:auto_inline off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:optimizewithasm on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:optimizewithasm off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:disable_registers on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:profile on	-	c16_pipe=aa[1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:ibm_stackframe on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:no_register_save_helpers on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:switch_tables off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:prepare_compress on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:gprfloatcopy off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:block_assign on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:has8bytebitfields on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:optEH off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:optEH2 off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:suppress_init_code on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:side_effects off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:explicit_zero_data on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:readonly_strings on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:misaligned_mem_access on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:misaligned_mem_access off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:unsafe_global_reg_vars on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:ignore_global_reg_vars on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:longlong_prepeval on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:float_constants on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:experimental on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:gcc_extensions on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:cpp_extensions off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:ANSI_strict on	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:defer_codegen on + peephole off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:peephole off + scheduling off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=dd[1,0] c4_asc=mm[1,2,3,0] c6_asc=mm[1,2,3,4,5,0] c8_arr=mm[1,2,3,4,5,6,7,0] c8_asc=mm[1,2,3,4,5,6,7,0] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=mm[1,2,3,4,5,6,7,0] c8_revuse=am[1,2,3,4,5,6,7,0]
pragma:global_optimizer off + peephole off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=aa[0,1] c4_asc=aa[0,1,2,3] c6_asc=aa[0,1,2,3,4,5] c8_arr=ad[7,6,5,4,3,2,1,0] c8_asc=aa[0,1,2,3,4,5,6,7] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=aa[0,1,2,3,4,5,6,7] c8_revuse=aa[0,1,2,3,4,5,6,7]
pragma:global_optimizer off + peephole off + scheduling off	-	c16_pipe=aa[0,1,2,3,4,5,6,7] c2_asc=aa[0,1] c4_asc=aa[0,1,2,3] c6_asc=aa[0,1,2,3,4,5] c8_arr=??[] c8_asc=aa[0,1,2,3,4,5,6,7] c8_desc=dd[7,6,5,4,3,2,1,0] c8_reg=aa[0,1,2,3,4,5,6,7] c8_revuse=aa[0,1,2,3,4,5,6,7]
