GC/1.3.2 prod p2e_mtxmul2.c	s1_standalone	ctr|stfs|slwi|DCE	93insn
GC/1.3.2 prod p2e_mtxmul2.c	s2_wrap	ctr|stfs|slwi|DCE	159insn
