GC/1.3.2 -opt noprop	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noprop	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nocse	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nocse	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nostrength	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nostrength	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r3, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noloopinvariants	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noloopinvariants	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nopeephole	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nopeephole	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
