sct_more 1.3.2	r0_endtick_temp	miss	(20, 19)
sct_more 1.3.2	r1_dtor_shape	NOLWZ	10
sct_more 1.3.2	r2_diff_temp	miss	(20, 19)
sct_more 1.3.2	r3_us_temp_ctrl	miss	(20, 19)
